word,frequency,current_phonetic,effective_phonetic,current_uk,current_us,current_status,expected_uk,expected_us,expected_status,verdict,source_variants,conflict_dialects,candidate_count_uk,candidate_count_us,sources_json
methane,11180,/ˈmɛˌθeɪn/,/ˈmɛˌθeɪn/,/ˈmiːθeɪn/,/ˈmɛˌθeɪn/,verified,/ˈmiːθeɪn/,/ˈmɛˌθeɪn/,verified,pass,,,1,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈmiːθeɪn/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/ˈmɛˌθeɪn/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
mexican,2248,/ˈmɛksəkən/,/ˈmɛksəkən/,,/ˈmɛksəkən/,us_only,,/ˈmɛksəkən/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɛksəkən/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
mg,0,/ˌɛmˈɡiː/,/ˌɛmˈɡiː/,,/ˌɛmˈɡiː/,us_only,,/ˌɛmˈɡiː/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˌɛmˈɡiː/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
microsoft,0,/ˈmaɪˌkɹoʊˈsɔft/,/ˈmaɪˌkɹoʊˈsɔft/,,/ˈmaɪˌkɹoʊˈsɔft/,us_only,,/ˈmaɪˌkɹoʊˈsɔft/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmaɪˌkɹoʊˈsɔft/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
middle-class,0,/ˈmɪdəlˈklæs/,/ˈmɪdəlˈklæs/,,/ˈmɪdəlˈklæs/,us_only,,/ˈmɪdəlˈklæs/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɪdəlˈklæs/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
midsummer,12720,/ˈmɪdˈsʌmɚ/,/ˈmɪdˈsʌmɚ/,,/ˈmɪdˈsʌmɚ/,us_only,,/ˈmɪdˈsʌmɚ/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɪdˈsʌmɚ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
midwife,11764,/ˈmɪˌdwaɪf/,/ˈmɪˌdwaɪf/,,/ˈmɪˌdwaɪf/,us_only,,/ˈmɪˌdwaɪf/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɪˌdwaɪf/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
migratory,12179,/ˈmaɪɡɹəˌtɔɹi/,/ˈmaɪɡɹəˌtɔɹi/,/ˌmaɪˈɡɹeɪtəɹi/,/ˈmaɪɡɹəˌtɔɹi/,verified,/ˌmaɪˈɡɹeɪtəɹi/,/ˈmaɪɡɹəˌtɔɹi/,verified,pass,,,2,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˌmaɪˈɡɹeɪtəɹi/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/ˌmaɪˈɡɹeɪtəɹi/"", ""source"": ""kaikki"", ""detail"": ""uk""}], ""us"": [{""ipa"": ""/ˈmaɪɡɹəˌtɔɹi/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
mileage,9688,/ˈmaɪlɪdʒ/,/ˈmaɪlɪdʒ/,,,conflict,,,conflict,review_external_conflict,us,us,0,2,"{""candidates"": {""us"": [{""ipa"": ""/ˈmaɪlədʒ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/2""}, {""ipa"": ""/ˈmaɪlɪdʒ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 2/2""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""us""], ""conflict_dialects"": [""us""]}"
milestone,9040,/ˈmaɪlˌstoʊn/,/ˈmaɪlˌstoʊn/,/ˈmaɪlstəʊn/,/ˈmaɪlˌstoʊn/,verified,/ˈmaɪlstəʊn/,/ˈmaɪlˌstoʊn/,verified,pass,,,2,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈmaɪlstəʊn/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/ˈmaɪlstəʊn/"", ""source"": ""kaikki"", ""detail"": ""uk""}], ""us"": [{""ipa"": ""/ˈmaɪlˌstoʊn/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
mine,2236,/ˈmaɪn/,/ˈmaɪn/,,/ˈmaɪn/,us_only,,/ˈmaɪn/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmaɪn/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
mineralize,0,/ˈmɪnɚəˌlaɪz/,/ˈmɪnɚəˌlaɪz/,,/ˈmɪnɚəˌlaɪz/,us_only,,/ˈmɪnɚəˌlaɪz/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɪnɚəˌlaɪz/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
minimalist,15591,/ˈmɪnəməlɪst/,/ˈmɪnəməlɪst/,/ˈmɪnɪməlɪst/,/ˈmɪnəməlɪst/,verified,/ˈmɪnɪməlɪst/,/ˈmɪnəməlɪst/,verified,pass,,,2,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈmɪnɪməlɪst/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/ˈmɪnɪməlɪst/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/ˈmɪnəməlɪst/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
minion,20009,/ˈmɪnjən/,/ˈmɪnjən/,,/ˈmɪnjən/,us_only,,/ˈmɪnjən/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɪnjən/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
minnesota,0,/ˌmɪnɪˈsoʊtə/,/ˌmɪnɪˈsoʊtə/,,/ˌmɪnɪˈsoʊtə/,us_only,,/ˌmɪnɪˈsoʊtə/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˌmɪnɪˈsoʊtə/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
minolta,0,/ˈmɪnɔltʌ/,/ˈmɪnɔltʌ/,,,conflict,,,conflict,review_external_conflict,us,us,0,2,"{""candidates"": {""us"": [{""ipa"": ""/mɪˈnɑlˌtʌ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/2""}, {""ipa"": ""/mɪˈnoʊltə/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 2/2""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""us""], ""conflict_dialects"": [""us""]}"
minutes,0,/ˈmɪnəts/,/ˈmɪnəts/,,/ˈmɪnəts/,us_only,,/ˈmɪnəts/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɪnəts/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
mischievous,13916,/ˈmɪstʃəvəs/,/ˈmɪstʃəvəs/,,/ˈmɪstʃəvəs/,us_only,,/ˈmɪstʃəvəs/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɪstʃəvəs/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
miserly,27418,/ˈmaɪzɚli/,/ˈmaɪzɚli/,,/ˈmaɪzɚli/,us_only,,/ˈmaɪzɚli/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmaɪzɚli/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
misery,6088,/ˈmɪzɚi/,/ˈmɪzɚi/,,/ˈmɪzɚi/,us_only,,/ˈmɪzɚi/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɪzɚi/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
mislay,33589,/mɪslˈeɪ/,/mɪslˈeɪ/,,,legacy_single,,,legacy_single,review_no_external_evidence,,,0,0,"{""candidates"": {}, ""status_reason"": ""legacy_single""}"
misogamy,0,/mɪsˈɒɡamɪ/,/mɪsˈɒɡamɪ/,,,legacy_single,,,legacy_single,review_no_external_evidence,,,0,0,"{""candidates"": {}, ""status_reason"": ""legacy_single""}"
missions,0,/ˈmɪʃənz/,/ˈmɪʃənz/,,/ˈmɪʃənz/,us_only,,/ˈmɪʃənz/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɪʃənz/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
mississippian,29461,/ˌmɪsɪˈsɪpiən/,/ˌmɪsɪˈsɪpiən/,,/ˌmɪsɪˈsɪpiən/,us_only,,/ˌmɪsɪˈsɪpiən/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˌmɪsɪˈsɪpiən/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
missive,21170,/ˈmɪsɪv/,/ˈmɪsɪv/,/ˈmɪsɪv/,/ˈmɪsɪv/,same,/ˈmɪsɪv/,/ˈmɪsɪv/,same,pass,,,2,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈmɪsɪv/"", ""source"": ""kaikki"", ""detail"": ""uk us""}, {""ipa"": ""/ˈmɪsɪv/"", ""source"": ""kaikki"", ""detail"": ""uk us""}], ""us"": [{""ipa"": ""/ˈmɪsɪv/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""same""}"
mix,1759,/ˈmɪks/,/ˈmɪks/,,/ˈmɪks/,us_only,,/ˈmɪks/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɪks/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
mixing,8451,/ˈmɪksɪŋ/,/ˈmɪksɪŋ/,,/ˈmɪksɪŋ/,us_only,,/ˈmɪksɪŋ/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɪksɪŋ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
moat,16816,/ˈmoʊt/,/ˈmoʊt/,/məʊt/,/ˈmoʊt/,verified,/məʊt/,/ˈmoʊt/,verified,pass,,,2,1,"{""candidates"": {""uk"": [{""ipa"": ""/məʊt/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/məʊt/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/ˈmoʊt/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
mob,5707,/ˈmɑb/,/ˈmɑb/,/mɒb/,/ˈmɑb/,verified,/mɒb/,/ˈmɑb/,verified,pass,,,5,1,"{""candidates"": {""uk"": [{""ipa"": ""/mɒb/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/mɒb/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/mɒb/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/mɒb/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/mɒb/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/ˈmɑb/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
moderately,8132,/ˈmɑdɚətli/,/ˈmɑdɚətli/,,/ˈmɑdɚətli/,us_only,,/ˈmɑdɚətli/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɑdɚətli/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
modish,35861,/ˈmɒdɪʃ/,/ˈmɒdɪʃ/,,,legacy_single,,,legacy_single,review_no_external_evidence,,,0,0,"{""candidates"": {}, ""status_reason"": ""legacy_single""}"
mold,6087,/ˈmoʊld/,/ˈmoʊld/,,/ˈmoʊld/,conflict,,/ˈmoʊld/,conflict,review_external_conflict,uk,uk,14,1,"{""candidates"": {""uk"": [{""ipa"": ""/məʊld/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/mɔʊld/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/məʊld/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/mɔʊld/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/məʊld/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/mɔʊld/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/məʊld/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/mɔʊld/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/məʊld/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/mɔʊld/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/məʊld/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/mɔʊld/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/məʊld/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/mɔʊld/"", ""source"": ""kaikki"", ""detail"": ""uk""}], ""us"": [{""ipa"": ""/ˈmoʊld/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""uk""], ""conflict_dialects"": [""uk""]}"
moldy,21531,/ˈmoʊldi/,/ˈmoʊldi/,,/ˈmoʊldi/,us_only,,/ˈmoʊldi/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmoʊldi/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
molt,26260,/ˈmoʊlt/,/ˈmoʊlt/,,/ˈmoʊlt/,us_only,,/ˈmoʊlt/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmoʊlt/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
momentarily,8468,/ˌmoʊmənˈtɛɹəli/,/ˌmoʊmənˈtɛɹəli/,,/ˌmoʊmənˈtɛɹəli/,conflict,,/ˌmoʊmənˈtɛɹəli/,conflict,review_external_conflict,uk,uk,2,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈməʊməntəɹəli/"", ""source"": ""kaikki"", ""detail"": ""uk""}, {""ipa"": ""/məʊmənˈtɛɹəli/"", ""source"": ""kaikki"", ""detail"": ""uk""}], ""us"": [{""ipa"": ""/ˌmoʊmənˈtɛɹəli/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""uk""], ""conflict_dialects"": [""uk""]}"
monsieur,0,/məsˈjɝ/,/məsˈjɝ/,,/məsˈjɝ/,us_only,,/məsˈjɝ/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/məsˈjɝ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
month,236,/ˈmʌnθ/,/ˈmʌnθ/,,/ˈmʌnθ/,us_only,,/ˈmʌnθ/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmʌnθ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
moody,11802,/ˈmuːdi/,/ˈmuːdi/,,/ˈmuːdi/,us_only,,/ˈmuːdi/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmuːdi/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
moon,2450,/ˈmuːn/,/ˈmuːn/,,/ˈmuːn/,us_only,,/ˈmuːn/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmuːn/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
morale,7507,/mɚˈæl/,/mɚˈæl/,/məˈɹɑːl/,/mɚˈæl/,verified,/məˈɹɑːl/,/mɚˈæl/,verified,pass,,,1,1,"{""candidates"": {""uk"": [{""ipa"": ""/məˈɹɑːl/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/mɚˈæl/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
moralism,27204,/ˈmɔɹəˌlɪzəm/,/ˈmɔɹəˌlɪzəm/,/ˈmɒɹəlɪzm/,/ˈmɔɹəˌlɪzəm/,verified,/ˈmɒɹəlɪzm/,/ˈmɔɹəˌlɪzəm/,verified,pass,,,1,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈmɒɹəlɪzm/"", ""source"": ""kaikki"", ""detail"": ""uk""}], ""us"": [{""ipa"": ""/ˈmɔɹəˌlɪzəm/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
moralist,21627,/ˈmɔɹəlɪst/,/ˈmɔɹəlɪst/,,/ˈmɔɹəlɪst/,us_only,,/ˈmɔɹəlɪst/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɔɹəlɪst/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
morph,14029,/ˈmɔɹf/,/ˈmɔɹf/,,/ˈmɔɹf/,us_only,,/ˈmɔɹf/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɔɹf/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
mortality,4662,/mɔɹˈtæləti/,/mɔɹˈtæləti/,,/mɔɹˈtæləti/,us_only,,/mɔɹˈtæləti/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/mɔɹˈtæləti/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
mothers,0,/ˈmʌðɚz/,/ˈmʌðɚz/,/ˈmʌðəz/,/ˈmʌðɚz/,verified,/ˈmʌðəz/,/ˈmʌðɚz/,verified,pass,,,2,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈmʌðəz/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/ˈmʌðəz/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/ˈmʌðɚz/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
motivate,3534,/ˈmoʊtəˌveɪt/,/ˈmoʊtəˌveɪt/,/ˈməʊtɪveɪt/,/ˈmoʊtəˌveɪt/,verified,/ˈməʊtɪveɪt/,/ˈmoʊtəˌveɪt/,verified,pass,,,1,1,"{""candidates"": {""uk"": [{""ipa"": ""/ˈməʊtɪveɪt/"", ""source"": ""kaikki"", ""detail"": ""uk""}], ""us"": [{""ipa"": ""/ˈmoʊtəˌveɪt/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
moustache,16314,/ˈmʌˌstæʃ/,/ˈmʌˌstæʃ/,,/ˈmʌˌstæʃ/,conflict,,/ˈmʌˌstæʃ/,conflict,review_external_conflict,uk,uk,3,1,"{""candidates"": {""uk"": [{""ipa"": ""/məˈstɑːʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/məˈstɒʃ/"", ""source"": ""kaikki"", ""detail"": ""british southern standard""}, {""ipa"": ""/məˈstæʃ/"", ""source"": ""kaikki"", ""detail"": ""northern-england""}], ""us"": [{""ipa"": ""/ˈmʌˌstæʃ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""uk""], ""conflict_dialects"": [""uk""]}"
mouthful,13176,/ˈmaʊθˌfʊl/,/ˈmaʊθˌfʊl/,,/ˈmaʊθˌfʊl/,us_only,,/ˈmaʊθˌfʊl/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmaʊθˌfʊl/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
movements,0,/ˈmuːvmənts/,/ˈmuːvmənts/,,/ˈmuːvmənts/,us_only,,/ˈmuːvmənts/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmuːvmənts/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
mrs,932,/ˈmɪsɪz/,/ˈmɪsɪz/,,/ˈmɪsɪz/,us_only,,/ˈmɪsɪz/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɪsɪz/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
muleteer,0,/ˌmjʊlɪtˈɪə/,/ˌmjʊlɪtˈɪə/,,,legacy_single,,,legacy_single,review_no_external_evidence,,,0,0,"{""candidates"": {}, ""status_reason"": ""legacy_single""}"
multimedia,7362,/ˌmʌltɪˈmiːdɪə/,/ˌmʌltɪˈmiːdɪə/,/ˌmʌltiˈmiːdiə/,,conflict,/ˌmʌltiˈmiːdiə/,,conflict,review_external_conflict,us,us,2,2,"{""candidates"": {""uk"": [{""ipa"": ""/ˌmʌltiˈmiːdiə/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}, {""ipa"": ""/ˌmʌltiˈmiːdiə/"", ""source"": ""kaikki"", ""detail"": ""received-pronunciation""}], ""us"": [{""ipa"": ""/ˌmʌltiˈmiːdiə/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/2""}, {""ipa"": ""/ˌmʌltaɪˈmiːdiə/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 2/2""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""us""], ""conflict_dialects"": [""us""]}"
mumbai,0,/ˌmʊmˈbaɪ/,/ˌmʊmˈbaɪ/,,/ˌmʊmˈbaɪ/,us_only,,/ˌmʊmˈbaɪ/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˌmʊmˈbaɪ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
munich,0,/ˈmjuːnɪk/,/ˈmjuːnɪk/,,/ˈmjuːnɪk/,us_only,,/ˈmjuːnɪk/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmjuːnɪk/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
muscles,0,/ˈmʌsəlz/,/ˈmʌsəlz/,,/ˈmʌsəlz/,us_only,,/ˈmʌsəlz/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmʌsəlz/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
museums,0,/mjuːzˈɪəmz/,/mjuːzˈɪəmz/,,,conflict,,,conflict,review_external_conflict,us,us,0,2,"{""candidates"": {""us"": [{""ipa"": ""/mjuˈziːəmz/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/2""}, {""ipa"": ""/ˈmjuːziəmz/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 2/2""}]}, ""status_reason"": ""conflict"", ""source_variants"": [""us""], ""conflict_dialects"": [""us""]}"
mutation,8622,/mjuˈteɪʃən/,/mjuˈteɪʃən/,,/mjuˈteɪʃən/,us_only,,/mjuˈteɪʃən/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/mjuˈteɪʃən/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
mycology,45807,/maɪˈkɑlədʒi/,/maɪˈkɑlədʒi/,/maɪˈkɒləd͡ʒi/,/maɪˈkɑlədʒi/,verified,/maɪˈkɒləd͡ʒi/,/maɪˈkɑlədʒi/,verified,pass,,,1,1,"{""candidates"": {""uk"": [{""ipa"": ""/maɪˈkɒləd͡ʒi/"", ""source"": ""kaikki"", ""detail"": ""uk""}], ""us"": [{""ipa"": ""/maɪˈkɑlədʒi/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""verified""}"
mystery,2332,/ˈmɪstɚi/,/ˈmɪstɚi/,,/ˈmɪstɚi/,us_only,,/ˈmɪstɚi/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈmɪstɚi/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
naivete,16782,/nɑˌiːvəˈteɪ/,/nɑˌiːvəˈteɪ/,,/nɑˌiːvəˈteɪ/,us_only,,/nɑˌiːvəˈteɪ/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/nɑˌiːvəˈteɪ/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
naivety,43398,/nɑːˈiːvtɪ/,/nɑːˈiːvtɪ/,,,legacy_single,,,legacy_single,review_no_external_evidence,,,0,0,"{""candidates"": {}, ""status_reason"": ""legacy_single""}"
namibia,0,/nəˈmɪbiə/,/nəˈmɪbiə/,,/nəˈmɪbiə/,us_only,,/nəˈmɪbiə/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/nəˈmɪbiə/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
nancy,0,/ˈnænsi/,/ˈnænsi/,,/ˈnænsi/,us_only,,/ˈnænsi/,us_only,pass,,,0,1,"{""candidates"": {""us"": [{""ipa"": ""/ˈnænsi/"", ""source"": ""cmudict"", ""detail"": ""CMU pronunciation 1/1""}]}, ""status_reason"": ""us_only""}"
